batch_id,timestamp,machine_id,operator_id,shift,temperature,pressure,humidity,speed,material_grade,defect_type,defect_count
B06157,2024-08-26 00:36:17.497749775,M9,OP12,Afternoon,211.7,56.4,36.4,102.9,C,Surface,5
B06158,2024-08-26 00:49:23.816381638,M5,OP20,Night,185.8,38.9,53.8,98.2,A,None,0
B06159,2024-08-26 01:02:30.135013501,M7,OP14,Night,202.3,54.1,43.9,104.0,A,None,0
B06160,2024-08-26 01:15:36.453645364,M3,OP19,Morning,203.5,43.7,65.0,106.7,A,None,0
B06161,2024-08-26 01:28:42.772277227,M10,OP20,Night,201.5,50.5,56.5,109.1,A,None,0
B06162,2024-08-26 01:41:49.090909091,M4,OP15,Morning,184.5,53.9,49.7,97.1,B,None,0
B06163,2024-08-26 01:54:55.409540954,M10,OP20,Afternoon,204.7,42.9,56.3,99.9,C,None,0
B06164,2024-08-26 02:08:01.728172817,M9,OP17,Night,217.5,54.9,32.3,107.4,C,None,0
B06165,2024-08-26 02:21:08.046804680,M10,OP14,Night,174.1,49.4,49.1,115.1,B,None,0
B06166,2024-08-26 02:34:14.365436543,M10,OP18,Night,192.7,46.8,58.5,100.7,B,None,0
B06167,2024-08-26 02:47:20.684068407,M1,OP05,Night,182.6,50.9,39.4,98.6,B,Structural,2
B06168,2024-08-26 03:00:27.002700270,M2,OP12,Morning,188.5,52.1,55.6,99.1,B,Dimensional,1
B06169,2024-08-26 03:13:33.321332133,M5,OP10,Afternoon,205.7,59.5,52.0,84.1,A,Surface,2
B06170,2024-08-26 03:26:39.639963996,M3,OP08,Afternoon,180.6,49.2,37.4,102.5,B,None,0
B06171,2024-08-26 03:39:45.958595859,M2,OP06,Afternoon,226.0,53.4,62.6,94.9,B,None,0
B06172,2024-08-26 03:52:52.277227723,M1,OP15,Morning,201.0,50.5,59.2,91.0,B,None,0
B06173,2024-08-26 04:05:58.595859586,M10,OP12,Morning,194.2,51.4,55.0,104.5,A,Surface,5
B06174,2024-08-26 04:19:04.914491449,M3,OP06,Night,171.6,49.0,39.1,99.4,C,None,0
B06175,2024-08-26 04:32:11.233123312,M1,OP12,Night,202.1,47.0,43.1,107.0,B,None,0
B06176,2024-08-26 04:45:17.551755175,M1,OP15,Afternoon,200.8,51.5,49.1,99.8,B,None,0
B06177,2024-08-26 04:58:23.870387038,M1,OP12,Afternoon,180.1,46.0,61.5,90.3,B,None,0
B06178,2024-08-26 05:11:30.189018902,M8,OP09,Night,185.1,42.0,48.2,101.3,A,None,0
B06179,2024-08-26 05:24:36.507650765,M3,OP19,Afternoon,225.8,50.4,51.5,84.6,A,None,0
B06180,2024-08-26 05:37:42.826282628,M1,OP02,Night,194.2,46.7,44.2,106.2,C,None,0
B06181,2024-08-26 05:50:49.144914491,M7,OP13,Morning,200.7,48.8,64.0,111.1,B,Dimensional,4
B06182,2024-08-26 06:03:55.463546354,M10,OP13,Afternoon,208.3,43.3,41.8,97.7,A,None,0
B06183,2024-08-26 06:17:01.782178218,M3,OP08,Night,197.7,53.8,51.4,101.6,B,None,0
B06184,2024-08-26 06:30:08.100810081,M8,OP13,Night,220.3,39.2,60.4,110.7,A,Dimensional,2
B06185,2024-08-26 06:43:14.419441944,M4,OP04,Afternoon,189.0,51.7,45.5,99.9,B,None,0
B06186,2024-08-26 06:56:20.738073807,M4,OP06,Morning,193.6,52.1,47.9,86.4,A,None,0
B06187,2024-08-26 07:09:27.056705670,M5,OP06,Night,193.8,50.8,42.8,111.3,B,Dimensional,3
B06188,2024-08-26 07:22:33.375337534,M6,OP12,Afternoon,188.1,54.1,38.8,95.9,B,None,0
B06189,2024-08-26 07:35:39.693969397,M7,OP12,Night,186.8,45.3,40.0,98.2,A,Structural,3
B06190,2024-08-26 07:48:46.012601260,M4,OP17,Afternoon,200.4,57.8,62.7,112.8,A,Surface,2
B06191,2024-08-26 08:01:52.331233123,M8,OP07,Morning,220.2,46.4,37.2,119.7,B,Structural,2
B06192,2024-08-26 08:14:58.649864986,M6,OP15,Morning,182.3,52.6,44.1,94.2,B,None,0
B06193,2024-08-26 08:28:04.968496849,M1,OP17,Afternoon,197.2,57.3,39.2,107.9,A,None,0
B06194,2024-08-26 08:41:11.287128713,M1,OP10,Morning,211.5,49.2,43.7,102.3,C,None,0
B06195,2024-08-26 08:54:17.605760576,M9,OP20,Morning,229.7,47.1,47.7,114.2,B,None,0
B06196,2024-08-26 09:07:23.924392439,M10,OP06,Afternoon,214.1,53.2,51.3,97.9,A,None,0
B06197,2024-08-26 09:20:30.243024302,M6,OP09,Afternoon,196.9,47.7,61.4,102.8,B,None,0
B06198,2024-08-26 09:33:36.561656165,M10,OP15,Morning,191.6,46.5,57.5,96.1,B,None,0
B06199,2024-08-26 09:46:42.880288029,M8,OP16,Morning,216.9,52.8,55.7,114.7,A,None,0
B06200,2024-08-26 09:59:49.198919892,M7,OP08,Night,213.2,53.0,56.0,95.9,B,None,0
B06201,2024-08-26 10:12:55.517551755,M6,OP16,Morning,200.2,49.9,36.2,95.9,B,None,0
B06202,2024-08-26 10:26:01.836183618,M4,OP05,Afternoon,196.9,50.3,50.5,105.5,C,Surface,7
B06203,2024-08-26 10:39:08.154815481,M7,OP18,Morning,230.3,50.7,60.5,93.6,A,None,0
B06204,2024-08-26 10:52:14.473447344,M9,OP20,Night,228.0,49.2,65.3,102.8,B,None,0
B06205,2024-08-26 11:05:20.792079208,M10,OP14,Afternoon,205.9,48.9,59.8,97.3,A,None,0
B06206,2024-08-26 11:18:27.110711071,M10,OP02,Morning,203.1,44.6,46.0,95.2,A,Structural,4
B06207,2024-08-26 11:31:33.429342934,M7,OP03,Morning,182.8,47.1,55.8,98.9,A,None,0
B06208,2024-08-26 11:44:39.747974797,M1,OP14,Night,200.7,50.0,43.2,91.4,C,None,0
B06209,2024-08-26 11:57:46.066606660,M10,OP07,Night,218.1,58.4,61.1,90.4,B,None,0
B06210,2024-08-26 12:10:52.385238524,M9,OP15,Afternoon,171.0,45.4,42.6,95.5,A,Surface,2
B06211,2024-08-26 12:23:58.703870387,M4,OP17,Morning,209.0,48.0,41.8,117.2,A,None,0
B06212,2024-08-26 12:37:05.022502250,M3,OP01,Afternoon,210.3,44.8,59.2,94.7,B,None,0
B06213,2024-08-26 12:50:11.341134113,M4,OP09,Afternoon,210.4,41.7,50.1,114.3,B,None,0
B06214,2024-08-26 13:03:17.659765976,M4,OP14,Night,190.2,55.5,56.0,105.2,A,None,0
B06215,2024-08-26 13:16:23.978397840,M10,OP16,Morning,195.2,52.1,56.7,98.1,B,None,0
B06216,2024-08-26 13:29:30.297029703,M2,OP13,Afternoon,190.7,55.4,40.7,95.5,A,None,0
B06217,2024-08-26 13:42:36.615661566,M1,OP06,Morning,229.8,42.5,50.6,100.9,B,None,0
B06218,2024-08-26 13:55:42.934293429,M10,OP01,Afternoon,223.4,52.5,43.7,115.3,B,None,0
B06219,2024-08-26 14:08:49.252925292,M1,OP04,Afternoon,205.6,58.6,34.3,89.2,B,None,0
B06220,2024-08-26 14:21:55.571557155,M8,OP03,Night,200.5,53.8,49.2,97.4,C,None,0
B06221,2024-08-26 14:35:01.890189019,M2,OP17,Afternoon,199.9,52.3,44.5,107.3,C,None,0
B06222,2024-08-26 14:48:08.208820882,M10,OP02,Afternoon,195.3,46.9,54.8,99.0,B,None,0
B06223,2024-08-26 15:01:14.527452745,M5,OP19,Morning,171.8,55.8,59.1,101.1,B,None,0
B06224,2024-08-26 15:14:20.846084608,M4,OP20,Morning,200.6,47.4,44.1,82.2,B,None,0
B06225,2024-08-26 15:27:27.164716471,M8,OP08,Morning,230.4,52.0,41.0,101.6,C,Surface,1
B06226,2024-08-26 15:40:33.483348335,M2,OP15,Morning,204.4,45.8,49.4,103.7,C,None,0
B06227,2024-08-26 15:53:39.801980198,M10,OP06,Morning,190.7,49.6,52.4,99.1,A,None,0
B06228,2024-08-26 16:06:46.120612061,M9,OP20,Night,203.9,53.9,54.1,97.6,A,Surface,1
B06229,2024-08-26 16:19:52.439243924,M7,OP02,Afternoon,196.7,53.6,66.3,110.0,B,Surface,3
B06230,2024-08-26 16:32:58.757875787,M7,OP15,Morning,185.1,50.1,59.3,104.8,B,None,0
B06231,2024-08-26 16:46:05.076507651,M1,OP20,Morning,183.2,58.6,49.9,103.1,B,None,0
B06232,2024-08-26 16:59:11.395139514,M2,OP12,Afternoon,200.5,49.2,68.8,117.0,A,None,0
B06233,2024-08-26 17:12:17.713771377,M4,OP03,Morning,178.1,54.6,56.9,97.4,A,None,0
B06234,2024-08-26 17:25:24.032403240,M4,OP10,Morning,200.3,47.7,57.9,100.1,B,None,0
B06235,2024-08-26 17:38:30.351035103,M3,OP14,Afternoon,198.7,45.0,66.0,113.9,C,Structural,3
B06236,2024-08-26 17:51:36.669666966,M7,OP14,Night,210.8,49.2,53.6,96.9,B,None,0
B06237,2024-08-26 18:04:42.988298830,M8,OP03,Afternoon,197.6,43.3,51.5,115.3,B,None,0
B06238,2024-08-26 18:17:49.306930693,M2,OP01,Afternoon,184.2,51.3,52.6,99.3,A,Dimensional,2
B06239,2024-08-26 18:30:55.625562556,M4,OP20,Night,202.3,50.4,49.7,109.4,A,None,0
B06240,2024-08-26 18:44:01.944194419,M3,OP01,Morning,215.7,52.5,46.0,106.2,B,None,0
B06241,2024-08-26 18:57:08.262826282,M2,OP02,Morning,192.1,49.9,40.5,93.4,A,None,0
B06242,2024-08-26 19:10:14.581458146,M6,OP19,Afternoon,224.1,48.8,59.0,103.3,B,None,0
B06243,2024-08-26 19:23:20.900090009,M4,OP10,Night,201.7,50.3,59.5,103.7,B,None,0
B06244,2024-08-26 19:36:27.218721872,M6,OP04,Afternoon,194.6,54.5,45.9,104.2,A,None,0
B06245,2024-08-26 19:49:33.537353735,M2,OP04,Morning,190.6,54.1,50.4,117.3,B,Dimensional,3
B06246,2024-08-26 20:02:39.855985598,M4,OP13,Night,202.9,55.1,45.1,105.1,C,None,0
B06247,2024-08-26 20:15:46.174617462,M6,OP09,Morning,198.6,41.0,54.5,99.0,A,Structural,2
B06248,2024-08-26 20:28:52.493249325,M5,OP07,Night,180.7,54.3,54.6,91.5,C,None,0
B06249,2024-08-26 20:41:58.811881188,M3,OP16,Night,223.9,52.8,47.3,100.7,A,None,0
B06250,2024-08-26 20:55:05.130513051,M8,OP18,Morning,195.0,58.2,48.0,95.9,B,None,0
B06251,2024-08-26 21:08:11.449144914,M7,OP03,Night,223.7,47.9,48.3,93.2,B,Surface,5
B06252,2024-08-26 21:21:17.767776777,M3,OP20,Night,183.6,48.8,45.3,99.2,B,Structural,1
B06253,2024-08-26 21:34:24.086408641,M6,OP20,Night,214.4,51.1,53.0,88.6,B,None,0
B06254,2024-08-26 21:47:30.405040504,M4,OP10,Morning,220.3,40.3,32.9,83.8,A,Surface,2
B06255,2024-08-26 22:00:36.723672367,M5,OP16,Night,219.1,39.0,50.6,102.2,B,None,0
B06256,2024-08-26 22:13:43.042304230,M5,OP03,Morning,206.0,51.3,64.0,119.3,B,None,0
B06257,2024-08-26 22:26:49.360936093,M7,OP11,Night,214.9,45.4,55.4,107.5,B,Dimensional,1
B06258,2024-08-26 22:39:55.679567957,M5,OP10,Afternoon,207.0,44.6,42.3,93.1,A,None,0
B06259,2024-08-26 22:53:01.998199820,M3,OP16,Morning,184.5,52.2,42.6,107.0,B,Surface,4
B06260,2024-08-26 23:06:08.316831683,M10,OP08,Morning,206.2,43.6,45.8,121.7,B,None,0
B06261,2024-08-26 23:19:14.635463546,M5,OP09,Afternoon,183.6,52.8,44.9,96.1,A,None,0
B06262,2024-08-26 23:32:20.954095409,M7,OP15,Afternoon,181.6,46.5,55.5,89.8,B,Surface,2
B06263,2024-08-26 23:45:27.272727272,M5,OP03,Morning,204.2,46.4,43.8,104.9,B,None,0
B06264,2024-08-26 23:58:33.591359136,M5,OP04,Morning,191.1,51.4,55.3,115.9,B,None,0
B06265,2024-08-27 00:11:39.909990999,M9,OP13,Afternoon,223.8,45.1,48.8,102.6,C,Dimensional,1
B06266,2024-08-27 00:24:46.228622862,M3,OP12,Afternoon,225.3,56.9,52.5,99.6,C,Surface,2
B06267,2024-08-27 00:37:52.547254725,M6,OP09,Afternoon,241.1,49.6,55.3,96.2,B,None,0
B06268,2024-08-27 00:50:58.865886588,M1,OP14,Night,179.5,49.9,53.9,92.1,A,Structural,2
B06269,2024-08-27 01:04:05.184518452,M10,OP19,Afternoon,183.0,52.5,63.4,94.6,B,Structural,4
B06270,2024-08-27 01:17:11.503150315,M5,OP07,Morning,213.0,54.3,61.0,98.7,C,None,0
B06271,2024-08-27 01:30:17.821782178,M8,OP16,Afternoon,195.3,47.9,43.8,115.4,B,None,0
B06272,2024-08-27 01:43:24.140414041,M5,OP20,Night,189.2,52.8,67.5,79.9,B,None,0
B06273,2024-08-27 01:56:30.459045904,M9,OP05,Morning,194.3,53.0,51.5,119.3,C,None,0
B06274,2024-08-27 02:09:36.777677768,M6,OP10,Afternoon,198.9,55.9,53.3,108.3,B,None,0
B06275,2024-08-27 02:22:43.096309631,M8,OP18,Afternoon,209.9,48.1,57.6,97.5,B,None,0
B06276,2024-08-27 02:35:49.414941494,M10,OP11,Night,172.8,53.0,42.3,104.3,B,None,0
B06277,2024-08-27 02:48:55.733573357,M8,OP07,Afternoon,206.1,52.3,64.0,93.7,B,None,0
B06278,2024-08-27 03:02:02.052205220,M3,OP14,Night,197.1,51.7,52.7,116.7,A,None,0
B06279,2024-08-27 03:15:08.370837083,M7,OP20,Morning,188.1,41.2,61.4,88.8,B,None,0
B06280,2024-08-27 03:28:14.689468947,M7,OP18,Night,220.8,55.0,49.8,88.2,B,Dimensional,3
B06281,2024-08-27 03:41:21.008100810,M10,OP11,Morning,193.6,54.2,43.5,105.6,C,None,0
B06282,2024-08-27 03:54:27.326732673,M6,OP12,Afternoon,194.9,52.6,55.6,101.1,A,None,0
B06283,2024-08-27 04:07:33.645364536,M7,OP18,Afternoon,195.8,47.6,43.0,100.7,A,None,0
B06284,2024-08-27 04:20:39.963996399,M2,OP02,Night,223.4,56.6,47.3,97.7,B,None,0
B06285,2024-08-27 04:33:46.282628263,M9,OP01,Morning,201.6,49.8,30.3,94.3,B,None,0
B06286,2024-08-27 04:46:52.601260126,M10,OP10,Morning,199.0,51.9,62.0,97.3,A,None,0
B06287,2024-08-27 04:59:58.919891989,M10,OP01,Night,213.3,45.4,46.9,109.6,C,None,0
B06288,2024-08-27 05:13:05.238523852,M1,OP06,Afternoon,166.5,48.7,48.5,110.2,A,None,0
B06289,2024-08-27 05:26:11.557155715,M1,OP07,Morning,203.0,50.3,51.3,107.3,C,None,0
B06290,2024-08-27 05:39:17.875787579,M3,OP17,Morning,203.3,46.5,55.4,95.1,C,None,0
B06291,2024-08-27 05:52:24.194419442,M3,OP09,Afternoon,212.4,47.4,40.8,90.7,B,None,0
B06292,2024-08-27 06:05:30.513051305,M1,OP07,Afternoon,204.4,52.1,39.4,114.5,C,None,0
B06293,2024-08-27 06:18:36.831683168,M7,OP17,Night,183.1,54.2,59.8,87.0,A,None,0
B06294,2024-08-27 06:31:43.150315031,M4,OP03,Morning,175.1,44.2,46.7,98.2,A,Structural,8
B06295,2024-08-27 06:44:49.468946894,M10,OP16,Night,209.6,59.2,53.6,101.4,B,None,0
B06296,2024-08-27 06:57:55.787578758,M2,OP05,Afternoon,192.6,46.5,47.1,125.6,C,None,0
B06297,2024-08-27 07:11:02.106210621,M10,OP20,Morning,195.1,45.9,56.1,100.1,A,None,0
B06298,2024-08-27 07:24:08.424842484,M5,OP18,Afternoon,187.1,56.1,46.9,105.5,A,Structural,4
B06299,2024-08-27 07:37:14.743474347,M6,OP01,Afternoon,200.2,52.8,52.5,104.4,B,Structural,3
B06300,2024-08-27 07:50:21.062106210,M9,OP04,Morning,198.9,53.9,55.0,110.6,A,None,0
B06301,2024-08-27 08:03:27.380738074,M4,OP11,Night,181.7,46.6,52.3,107.5,B,None,0
B06302,2024-08-27 08:16:33.699369937,M2,OP20,Night,211.6,51.8,53.6,105.0,B,None,0
B06303,2024-08-27 08:29:40.018001800,M5,OP09,Morning,189.3,60.2,49.8,103.0,C,None,0
B06304,2024-08-27 08:42:46.336633663,M3,OP08,Morning,221.4,46.6,38.9,106.1,B,Dimensional,4
B06305,2024-08-27 08:55:52.655265526,M2,OP08,Morning,203.2,52.9,37.6,97.4,A,None,0
B06306,2024-08-27 09:08:58.973897389,M1,OP05,Night,198.7,46.9,40.5,77.4,B,Structural,3
B06307,2024-08-27 09:22:05.292529253,M10,OP12,Morning,177.4,45.8,44.4,94.6,B,Dimensional,2
B06308,2024-08-27 09:35:11.611161116,M2,OP01,Night,208.1,49.0,57.6,104.4,B,None,0
B06309,2024-08-27 09:48:17.929792979,M6,OP15,Afternoon,199.4,49.9,33.7,94.8,A,None,0
B06310,2024-08-27 10:01:24.248424842,M8,OP18,Night,202.6,49.3,53.8,99.4,A,Surface,2
B06311,2024-08-27 10:14:30.567056705,M3,OP06,Afternoon,219.8,49.7,44.9,98.1,C,None,0
B06312,2024-08-27 10:27:36.885688569,M9,OP10,Morning,213.0,58.8,53.9,97.2,B,None,0
B06313,2024-08-27 10:40:43.204320432,M9,OP14,Night,216.7,56.8,62.5,105.5,A,None,0
B06314,2024-08-27 10:53:49.522952295,M2,OP08,Night,163.8,50.7,51.6,101.7,B,Structural,4
B06315,2024-08-27 11:06:55.841584158,M8,OP03,Afternoon,196.9,50.4,57.3,100.0,B,None,0
B06316,2024-08-27 11:20:02.160216021,M10,OP19,Afternoon,176.1,55.8,44.6,81.7,C,None,0
B06317,2024-08-27 11:33:08.478847885,M5,OP12,Afternoon,207.1,52.9,45.3,86.5,B,None,0
B06318,2024-08-27 11:46:14.797479748,M4,OP12,Afternoon,171.8,51.1,59.1,104.4,C,None,0
B06319,2024-08-27 11:59:21.116111611,M10,OP15,Afternoon,215.8,59.0,66.8,91.9,C,Structural,5
B06320,2024-08-27 12:12:27.434743474,M5,OP07,Morning,223.5,46.5,56.5,105.4,A,None,0
B06321,2024-08-27 12:25:33.753375337,M4,OP04,Night,197.2,49.9,35.5,95.7,B,None,0
B06322,2024-08-27 12:38:40.072007200,M8,OP09,Afternoon,205.1,49.5,41.4,95.4,A,None,0
B06323,2024-08-27 12:51:46.390639064,M4,OP16,Morning,223.3,51.9,47.1,86.7,A,None,0
B06324,2024-08-27 13:04:52.709270927,M10,OP13,Afternoon,231.3,45.8,53.5,98.9,C,Surface,4
B06325,2024-08-27 13:17:59.027902790,M6,OP04,Morning,225.3,51.9,45.2,84.1,A,None,0
B06326,2024-08-27 13:31:05.346534653,M2,OP09,Morning,208.1,48.9,54.8,91.4,B,None,0
B06327,2024-08-27 13:44:11.665166516,M5,OP18,Afternoon,224.2,54.1,41.5,96.1,C,None,0
B06328,2024-08-27 13:57:17.983798380,M6,OP15,Afternoon,185.5,48.8,58.1,104.6,A,None,0
B06329,2024-08-27 14:10:24.302430243,M5,OP15,Night,189.7,47.7,51.4,101.8,B,None,0
B06330,2024-08-27 14:23:30.621062106,M2,OP06,Night,214.0,52.8,55.5,99.2,B,None,0
B06331,2024-08-27 14:36:36.939693969,M7,OP11,Morning,200.4,50.5,35.2,106.0,B,None,0
B06332,2024-08-27 14:49:43.258325832,M4,OP08,Afternoon,210.1,49.0,52.4,94.8,B,None,0
B06333,2024-08-27 15:02:49.576957696,M8,OP17,Night,213.7,49.2,44.0,102.1,B,Structural,6
B06334,2024-08-27 15:15:55.895589559,M7,OP17,Morning,214.0,48.1,50.1,91.4,B,None,0
B06335,2024-08-27 15:29:02.214221422,M7,OP18,Night,172.2,58.2,46.5,98.5,B,None,0
B06336,2024-08-27 15:42:08.532853285,M9,OP04,Night,210.2,52.2,43.9,93.4,A,None,0
B06337,2024-08-27 15:55:14.851485148,M1,OP15,Afternoon,190.5,53.1,49.6,101.0,C,Dimensional,5
B06338,2024-08-27 16:08:21.170117011,M10,OP02,Morning,203.8,52.1,55.2,103.3,C,None,0
B06339,2024-08-27 16:21:27.488748875,M6,OP02,Night,193.3,51.1,61.1,104.7,B,None,0
B06340,2024-08-27 16:34:33.807380738,M6,OP10,Night,193.7,48.3,45.9,95.6,C,None,0
B06341,2024-08-27 16:47:40.126012601,M6,OP03,Night,190.7,47.2,58.5,104.6,B,None,0
B06342,2024-08-27 17:00:46.444644464,M6,OP08,Afternoon,211.4,48.3,60.1,101.7,B,None,0
B06343,2024-08-27 17:13:52.763276327,M10,OP20,Night,197.5,52.6,42.1,96.5,C,None,0
B06344,2024-08-27 17:26:59.081908191,M7,OP07,Morning,196.3,48.3,52.2,97.5,B,None,0
B06345,2024-08-27 17:40:05.400540054,M10,OP12,Morning,195.0,55.2,56.6,105.7,A,Surface,4
B06346,2024-08-27 17:53:11.719171917,M6,OP19,Afternoon,208.8,56.8,48.2,101.9,B,None,0
B06347,2024-08-27 18:06:18.037803780,M1,OP15,Night,187.2,43.1,49.4,96.4,A,Structural,2
B06348,2024-08-27 18:19:24.356435643,M3,OP14,Night,223.8,56.4,54.3,111.2,B,None,0
B06349,2024-08-27 18:32:30.675067507,M2,OP16,Night,190.2,45.6,50.0,85.1,C,None,0
B06350,2024-08-27 18:45:36.993699370,M6,OP14,Afternoon,193.4,49.0,49.3,93.9,A,None,0
B06351,2024-08-27 18:58:43.312331233,M8,OP03,Morning,200.3,50.6,44.8,92.9,C,Dimensional,3
B06352,2024-08-27 19:11:49.630963096,M3,OP18,Night,207.1,41.7,45.4,90.8,C,None,0
B06353,2024-08-27 19:24:55.949594959,M10,OP06,Afternoon,197.2,47.3,44.8,96.0,C,Structural,1
B06354,2024-08-27 19:38:02.268226822,M8,OP17,Night,196.5,50.7,47.0,112.6,A,None,0
B06355,2024-08-27 19:51:08.586858686,M8,OP14,Afternoon,216.2,45.1,49.4,91.3,A,None,0
B06356,2024-08-27 20:04:14.905490549,M5,OP14,Night,165.9,44.9,45.3,102.8,B,None,0
B06357,2024-08-27 20:17:21.224122412,M8,OP20,Night,191.4,57.4,42.9,101.7,B,None,0
B06358,2024-08-27 20:30:27.542754275,M6,OP13,Afternoon,187.6,50.5,43.1,110.1,B,None,0
B06359,2024-08-27 20:43:33.861386138,M5,OP03,Morning,193.9,54.0,49.9,104.4,C,None,0
B06360,2024-08-27 20:56:40.180018002,M9,OP13,Morning,220.9,57.7,37.8,106.7,A,None,0
B06361,2024-08-27 21:09:46.498649865,M7,OP02,Night,189.8,53.3,56.8,114.5,C,None,0
B06362,2024-08-27 21:22:52.817281728,M8,OP09,Afternoon,198.6,48.0,60.1,94.3,B,None,0
B06363,2024-08-27 21:35:59.135913591,M1,OP13,Night,208.2,47.6,60.2,99.2,C,Structural,2
B06364,2024-08-27 21:49:05.454545454,M2,OP08,Morning,188.2,52.1,47.3,94.6,A,None,0
B06365,2024-08-27 22:02:11.773177317,M8,OP16,Night,165.7,52.8,45.7,84.3,B,None,0
B06366,2024-08-27 22:15:18.091809181,M9,OP03,Afternoon,161.6,51.1,45.3,87.3,C,None,0
B06367,2024-08-27 22:28:24.410441044,M4,OP13,Morning,220.0,53.1,42.1,99.7,A,None,0
B06368,2024-08-27 22:41:30.729072907,M10,OP04,Night,206.8,49.5,55.6,91.7,B,None,0
B06369,2024-08-27 22:54:37.047704770,M10,OP18,Afternoon,195.1,50.1,34.6,93.9,B,Structural,2
B06370,2024-08-27 23:07:43.366336633,M9,OP02,Morning,194.9,48.3,45.8,109.0,A,None,0
B06371,2024-08-27 23:20:49.684968497,M4,OP20,Afternoon,187.2,46.5,45.4,102.7,B,Structural,3
B06372,2024-08-27 23:33:56.003600360,M10,OP15,Morning,202.4,46.5,46.4,110.0,C,None,0
B06373,2024-08-27 23:47:02.322232223,M10,OP17,Afternoon,210.8,48.5,45.4,104.2,A,None,0
B06374,2024-08-28 00:00:08.640864086,M10,OP10,Morning,186.6,52.9,51.2,102.4,C,None,0
B06375,2024-08-28 00:13:14.959495949,M9,OP01,Night,203.9,50.1,54.9,109.7,B,Structural,4
B06376,2024-08-28 00:26:21.278127813,M7,OP06,Afternoon,187.0,48.3,52.5,99.5,A,None,0
B06377,2024-08-28 00:39:27.596759676,M2,OP03,Afternoon,198.6,49.0,42.1,103.0,B,None,0
B06378,2024-08-28 00:52:33.915391539,M9,OP19,Afternoon,191.6,42.7,35.8,96.1,B,None,0
B06379,2024-08-28 01:05:40.234023402,M4,OP07,Night,213.6,47.9,63.8,100.0,A,None,0
B06380,2024-08-28 01:18:46.552655265,M8,OP13,Morning,200.1,53.0,57.5,96.6,C,None,0
B06381,2024-08-28 01:31:52.871287128,M7,OP13,Night,182.7,45.4,65.1,102.3,B,None,0
B06382,2024-08-28 01:44:59.189918992,M7,OP17,Afternoon,198.8,43.7,53.6,89.4,B,None,0
B06383,2024-08-28 01:58:05.508550855,M8,OP01,Morning,214.8,45.1,61.3,97.5,B,None,0
B06384,2024-08-28 02:11:11.827182718,M1,OP14,Afternoon,181.9,48.0,35.7,105.7,C,Dimensional,3
B06385,2024-08-28 02:24:18.145814581,M5,OP03,Afternoon,195.9,49.7,39.3,90.2,B,Structural,5
B06386,2024-08-28 02:37:24.464446444,M2,OP14,Night,194.0,50.9,45.0,104.0,A,None,0
B06387,2024-08-28 02:50:30.783078308,M2,OP01,Morning,203.1,52.8,51.0,107.9,C,None,0
B06388,2024-08-28 03:03:37.101710171,M1,OP16,Morning,196.8,49.0,44.5,111.5,B,None,0
B06389,2024-08-28 03:16:43.420342034,M5,OP10,Morning,205.5,52.9,58.1,89.9,A,None,0
B06390,2024-08-28 03:29:49.738973897,M2,OP13,Morning,189.3,45.2,57.5,95.8,A,Structural,1
B06391,2024-08-28 03:42:56.057605760,M4,OP04,Night,197.4,54.8,57.7,105.8,B,None,0
B06392,2024-08-28 03:56:02.376237624,M3,OP09,Afternoon,196.9,51.4,55.4,95.3,A,None,0
B06393,2024-08-28 04:09:08.694869487,M3,OP14,Morning,226.9,42.0,52.5,94.3,B,None,0
B06394,2024-08-28 04:22:15.013501350,M2,OP04,Morning,204.7,50.4,63.1,99.7,A,None,0
B06395,2024-08-28 04:35:21.332133213,M6,OP10,Afternoon,212.7,59.3,64.3,96.8,B,Surface,4
B06396,2024-08-28 04:48:27.650765076,M2,OP08,Night,227.6,58.2,48.1,103.5,B,None,0
B06397,2024-08-28 05:01:33.969396939,M8,OP03,Night,203.8,49.9,43.0,93.8,B,Dimensional,2
B06398,2024-08-28 05:14:40.288028803,M8,OP07,Morning,196.6,52.4,59.7,97.2,B,None,0
B06399,2024-08-28 05:27:46.606660666,M5,OP10,Morning,185.2,45.6,65.0,100.0,B,None,0
B06400,2024-08-28 05:40:52.925292529,M10,OP03,Afternoon,181.5,44.9,70.0,97.7,A,None,0
B06401,2024-08-28 05:53:59.243924392,M7,OP02,Night,167.6,49.2,55.1,92.8,B,Dimensional,2
B06402,2024-08-28 06:07:05.562556255,M4,OP15,Afternoon,213.3,48.0,48.6,89.0,B,None,0
B06403,2024-08-28 06:20:11.881188119,M1,OP09,Morning,206.9,50.6,40.9,103.5,B,Surface,3
B06404,2024-08-28 06:33:18.199819982,M2,OP15,Afternoon,196.5,52.5,49.4,96.2,B,None,0
B06405,2024-08-28 06:46:24.518451845,M10,OP17,Afternoon,196.1,52.4,42.7,100.6,B,None,0
B06406,2024-08-28 06:59:30.837083708,M10,OP07,Afternoon,185.0,54.1,41.3,89.6,B,None,0
B06407,2024-08-28 07:12:37.155715571,M4,OP20,Morning,207.4,52.0,57.7,106.6,A,None,0
B06408,2024-08-28 07:25:43.474347434,M1,OP18,Afternoon,191.0,54.5,46.2,99.5,B,None,0
B06409,2024-08-28 07:38:49.792979298,M8,OP15,Afternoon,196.1,54.1,49.8,96.1,C,None,0
